box,coatcolor,cohort,cued_age,epm1_age,ext01_age,lga01_age,oft1_age,pr_age,prime_age,room,sex,site,surgery_weight,tf1_age,labanimalid,rfid,lga_total_heroin_consumption,lga_escalation_of_heroin_intake_12h,lga_escalation_of_heroin_intake_1h,pr_breakpoints,prime_active,prime_extinction_before_priming_active,ext_burst,ext_day_6_active,ext_de_escalation,cued_active,epm_percent_open_1,epm_percent_open_2,epm_percent_closed_1,epm_percent_closed_2,oft_distance_1,oft_distance_2,oft_time_1,oft_time_2,tf_bl_1,tf_bl_2,tf_test_1,tf_test_2,fst_swim,fst_climb,fst_float,fst_dive,room_box,oft_distance_diff,oft_time_diff,epm_percent_closed_diff,epm_percent_open_diff,tf_bl_diff,tf_test_diff
3,BROWN,C12us,113,69,107,81,69,102,106,r,F,us,167.0,69,KAL452,933000320499886,23340.0,526.6666666666669,100.0,20.0,6.0,4.0,19.0,12.0,1.0,50.0,11.16666667,1.833333333,58.6,67.83333333,6515.0,6304.0,711.1,689.0,2.55,2.025,4.375,4.6,48.0,10.0,2.0,0.0,R_3,-211.0,-22.100000000000023,9.23333333,-9.333333337,-0.5249999999999999,0.2249999999999996
1,BLACKHOOD,C12us,114,69,108,82,69,103,107,r,M,us,288.0,69,KAL449,933000320499888,9100.0,-173.33333333333337,60.0,20.0,0.0,3.0,4.0,5.0,2.0,30.0,14.83333333,34.53333333,57.3,39.73333333,8067.0,8558.0,885.4,948.4,2.025,1.4,9.0,3.425,42.0,0.0,18.0,0.0,R_1,491.0,63.0,-17.566666669999996,19.7,-0.625,-5.575
3,ALBINO,C11us,115,70,109,83,70,104,108,r,F,us,152.0,70,KAL408,933000320188519,8080.0,433.3333333333334,120.0,20.0,3.0,5.0,9.0,5.0,-5.0,5.0,14.7,33.03333333,61.66666667,34.83333333,6222.0,4832.0,672.0,452.2,2.475,2.725,3.6,4.825,42.0,0.0,18.0,0.0,R_3,-1390.0,-219.8,-26.83333334,18.33333333,0.25,1.225
1,ALBINO,C17us,115,70,109,83,70,104,108,r,M,us,268.0,70,KAL650,933000320697631,2160.0,86.67,13.33333333,6.0,8.0,3.0,0.0,7.0,2.0,4.0,3.433333333,26.16666667,60.96666667,39.1,8074.0,8700.0,1074.0,976.7,2.425,2.05,5.1,3.35,58.0,2.0,0.0,0.0,R_1,626.0,-97.29999999999995,-21.86666667,22.733333337,-0.375,-1.7499999999999996
1,BLACK,C05us,114,68,107,82,68,102,107,r,M,us,249.0,68,KAL170,933000320186949,3600.0,-53.3333333333333,-46.6666666666667,6.0,2.0,5.0,9.0,6.0,2.0,18.0,1.96666666666667,0.0,54.7666666666667,54.7666666666667,8206.0,6561.0,964.0,710.0,2.025,2.1,3.775,3.175,36.0,1.0,23.0,0.0,R_1,-1645.0,-254.0,0.0,-1.96666666666667,0.0750000000000001,-0.6000000000000001
2,ALBINO,C15us,109,66,103,77,66,96,102,r,M,us,286.0,66,KAL582,933000320524303,5000.0,-93.33,0.0,2.0,4.0,2.0,0.0,13.0,13.0,1.0,0.0,4.433333333,73.53333333,93.46666667,9302.0,6370.0,1126.3,804.2,1.975,2.25,4.425,3.55,43.0,10.0,7.0,0.0,R_2,-2932.0,-322.0999999999999,19.93333333999999,4.433333333,0.2749999999999999,-0.875
1,BROWNHOOD,C03us,114,62,108,82,62,102,106,r,M,us,199.0,62,KAL089,933000320047066,4080.0,-133.333333333333,73.3333333333333,4.0,7.0,3.0,0.0,11.0,4.0,14.0,23.7333333,38.9333333,22.3,22.3,3195.0,3877.0,429.2,497.9,3.3,2.425,4.775,8.325,59.0,1.0,0.0,0.0,R_1,682.0,68.69999999999999,0.0,15.2,-0.875,3.549999999999999
1,BLACKHOOD,C06us,115,69,109,83,69,104,108,r,M,us,258.0,69,KAL202,933000320187349,2280.0,-66.6666666666667,20.0,2.0,0.0,0.0,1.0,3.0,3.0,3.0,26.1,53.8,17.5333333333333,17.5333333333333,6067.0,3265.0,706.4,376.9,2.375,1.7,3.625,5.1,33.0,10.0,17.0,0.0,R_1,-2802.0,-329.5,0.0,27.7,-0.675,1.4749999999999996
2,BROWNHOOD,C14us,107,64,101,75,64,96,100,l,M,us,319.0,64,KAL550,933000320500026,14100.0,920.0,106.6666667,40.0,1.0,1.0,6.0,6.0,-13.0,30.0,42.76666667,40.03333333,37.96666667,40.2,4162.0,4544.0,533.1,561.5,2.0,1.9,5.85,2.9,42.0,5.0,13.0,0.0,L_2,382.0,28.399999999999977,2.2333333300000007,-2.733333340000001,-0.1,-2.95
1,BLACKHOOD,C08us,117,72,111,85,72,106,110,r,M,us,289.0,72,KAL290,933000320048874,480.0,-33.33,13.33333333,0.0,0.0,0.0,0.0,4.0,4.0,4.0,9.633333333,0.0,79.66666667,89.83333333,12544.0,7677.0,1231.3,783.9,2.275,3.375,6.525,6.575,44.0,0.0,16.0,0.0,R_1,-4867.0,-447.4,10.166666660000004,-9.633333333,1.1,0.0499999999999998
1,BROWNHOOD,C13us,113,68,107,81,68,102,106,r,M,us,280.0,68,KAL490,933000320500339,1580.0,106.66666666666666,0.0,2.0,2.0,9.0,2.0,1.0,-3.0,5.0,0.2,6.066666667,93.46666667,73.6,6339.0,5065.0,739.9,629.7,3.0,2.35,4.425,3.475,31.0,5.0,24.0,0.0,R_1,-1274.0,-110.19999999999992,-19.86666667,5.866666667,-0.6499999999999999,-0.9499999999999996
3,BLACKHOOD,C10us,114,70,108,82,70,103,107,r,F,us,172.0,70,KAL371,933000320188215,4600.0,133.33,93.33333333,6.0,3.0,2.0,3.0,0.0,-4.0,12.0,6.1,12.3,56.4,54.16666667,4737.0,4429.0,575.9,549.4,2.825,2.55,7.9,5.6,42.0,5.0,13.0,0.0,R_3,-308.0,-26.5,-2.2333333300000007,6.200000000000001,-0.2750000000000003,-2.3000000000000007
1,BROWN,C08us,121,76,115,89,76,110,114,r,M,us,288.0,76,KAL282,933000320048990,3500.0,326.67,26.66666667,12.0,0.0,11.0,24.0,9.0,0.0,25.0,0.0,0.0,79.03333333,100.0,3486.0,1482.0,483.3,185.8,3.15,2.975,7.05,5.6,43.0,10.0,6.0,1.0,R_1,-2004.0,-297.5,20.966666669999995,0.0,-0.1749999999999998,-1.4500000000000002
2,BLACK,C13us,107,64,101,75,64,96,100,l,M,us,240.0,64,KAL510,933000320500307,19020.0,26.66666666666657,93.33333333,32.0,9.0,6.0,23.0,24.0,7.0,49.0,1.666666667,10.33333333,75.1,38.53333333,11861.0,14749.0,1147.5,1280.1,2.2,2.4,10.1,10.1,37.0,11.0,12.0,0.0,L_2,2888.0,132.5999999999999,-36.56666667,8.666666663,0.1999999999999997,0.0
5,BLACKHOOD,C02us,108,65,102,77,64,97,100,o,M,us,225.0,66,KAL041,933000320046651,620.0,-53.3333333333333,-6.66666666666667,9.0,8.0,7.0,4.0,6.0,0.0,4.0,11.1333333333333,52.3666666666667,24.5333333333333,24.5333333333333,7492.0,10304.0,908.0,1073.7,2.025,1.9,5.125,5.6,36.0,10.0,14.0,0.0,O_5,2812.0,165.70000000000005,0.0,41.233333333333405,-0.125,0.4749999999999996
1,BROWNHOOD,C13us,115,70,109,83,70,104,108,r,M,us,337.0,70,KAL481,933000320499968,6220.0,566.6666666666665,6.666666667,15.0,8.0,5.0,13.0,4.0,-8.0,7.0,4.233333333,0.0,77.93333333,74.1,4170.0,5155.0,646.6,708.6,1.875,2.95,10.1,7.525,46.0,4.0,10.0,0.0,R_1,985.0,62.0,-3.833333330000002,-4.233333333,1.0750000000000002,-2.575
2,BROWNHOOD,C02us,105,64,99,74,65,94,97,l,F,us,153.0,60,KAL063,933000320046950,12660.0,420.0,-16.6666666666667,20.0,5.0,9.0,8.0,9.0,-10.0,38.0,47.2,42.1,40.2,40.2,11717.0,7710.0,1037.1,909.8,2.725,3.55,4.275,7.75,39.0,12.0,9.0,0.0,L_2,-4007.0,-127.29999999999995,0.0,-5.100000000000001,0.8249999999999997,3.475
2,ALBINO,C05us,108,64,101,76,64,96,101,l,M,us,237.0,64,KAL185,933000320187020,4200.0,-26.6666666666667,0.0,0.0,3.0,3.0,1.0,2.0,0.0,5.0,8.76666666666667,29.3,38.3,38.3,3046.0,2765.0,352.1,367.0,2.2,1.7,10.05,6.8,38.0,4.0,18.0,0.0,L_2,-281.0,14.899999999999975,0.0,20.53333333333333,-0.5000000000000002,-3.250000000000001
1,BLACKHOOD,C16us,114,70,108,82,70,103,107,r,M,us,280.0,70,KAL613,933000320525435,1120.0,-40.0,-20.0,1.0,0.0,0.0,3.0,5.0,5.0,3.0,19.2,99.8,49.16666667,33.26666667,7416.0,6468.0,813.9,675.3,2.35,2.575,3.975,3.775,32.0,10.0,18.0,0.0,R_1,-948.0,-138.60000000000002,-15.9,80.6,0.2250000000000001,-0.2000000000000001
2,BLACKHOOD,C08us,114,71,108,82,71,103,107,l,M,us,280.0,71,KAL305,933000320048414,16980.0,1713.33,100.0,15.0,4.0,14.0,29.0,20.0,10.0,34.0,36.8,29.03333333,42.66666667,44.5,16143.0,12951.0,1454.6,1279.3,2.7,2.25,4.725,3.975,37.0,1.0,22.0,0.0,L_2,-3192.0,-175.29999999999995,1.833333330000002,-7.766666669999996,-0.4500000000000002,-0.7499999999999996
4,BLACK,C10us,108,65,102,76,65,97,101,l,F,us,181.0,65,KAL388,933000320188748,14120.0,360.0,20.0,12.0,9.0,17.0,29.0,31.0,21.0,28.0,1.666666667,21.13333333,81.23333333,54.43333333,7804.0,8502.0,797.9,783.1,2.1,1.7,4.575,2.05,55.0,2.0,3.0,0.0,L_4,698.0,-14.799999999999956,-26.79999999999999,19.466666663,-0.4000000000000001,-2.5250000000000004
3,BROWNHOOD,C08us,119,75,113,87,75,108,112,r,F,us,192.0,75,KAL292,933000320048704,24080.0,2820.0,280.0,20.0,36.0,2.0,6.0,7.0,-2.0,16.0,16.86666667,22.3,52.96666667,42.36666667,6405.0,4203.0,842.9,523.2,3.0,2.875,4.2,1.8,30.0,1.0,29.0,0.0,R_3,-2202.0,-319.69999999999993,-10.6,5.43333333,-0.125,-2.4000000000000004
3,ALBINO,C15us,116,71,110,84,71,103,109,r,F,us,188.0,71,KAL563,933000320524195,980.0,153.33,46.66666667,1.0,1.0,0.0,1.0,0.0,-1.0,3.0,2.3,0.0,76.93333333,50.9,4962.0,6385.0,555.6,552.5,2.55,2.95,4.75,4.4,47.0,0.0,13.0,0.0,R_3,1423.0,-3.1000000000000227,-26.03333333,-2.3,0.4000000000000003,-0.3499999999999996
3,BLACKHOOD,C09us,117,72,111,85,72,106,110,r,F,us,191.0,72,KAL323,933000320188062,12400.0,793.33,33.33333333,9.0,5.0,29.0,9.0,9.0,-11.0,22.0,29.03333333,40.83333333,50.8,32.83333333,9571.0,8372.0,906.0,601.6,2.975,1.95,2.625,2.425,46.0,0.0,14.0,0.0,R_3,-1199.0,-304.4,-17.966666669999995,11.8,-1.025,-0.2000000000000001
3,BROWN,C04us,121,75,115,89,75,110,114,r,F,us,183.0,75,KAL127,933000320047808,8260.0,40.0,-143.333333333333,9.0,43.0,9.0,9.0,7.0,3.0,17.0,21.6666667,27.1666667,44.9333333,44.9333333,8518.0,7346.0,726.5,625.9,4.25,2.975,4.55,7.325,33.0,9.0,16.0,2.0,R_3,-1172.0,-100.60000000000002,0.0,5.5,-1.275,2.7750000000000004
2,BLACK,C09us,107,64,101,75,64,96,100,l,M,us,247.0,64,KAL345,933000320188246,2220.0,-20.0,6.666666667,2.0,2.0,1.0,0.0,2.0,1.0,6.0,2.9,0.266666667,80.0,71.8,10511.0,9700.0,1437.5,1067.4,2.075,2.05,6.45,4.175,48.0,1.0,11.0,0.0,L_2,-811.0,-370.0999999999999,-8.200000000000003,-2.633333333,-0.0250000000000003,-2.2750000000000004
3,BROWNHOOD,C02us,100,55,94,69,57,89,92,r,F,us,146.0,58,KAL076,933000320046713,11520.0,86.6666666666666,46.6666666666667,20.0,12.0,13.0,31.0,8.0,-9.0,48.0,27.7333333333333,59.9,4.96666666666667,4.96666666666667,9874.0,11026.0,935.3,712.8,3.5,3.125,5.675,3.55,44.0,6.0,10.0,0.0,R_3,1152.0,-222.5,0.0,32.1666666666667,-0.375,-2.125
1,BLACKHOOD,C15us,113,69,107,81,69,100,106,r,M,us,311.0,69,KAL574,933000320524410,780.0,-20.0,26.66666667,2.0,1.0,5.0,4.0,8.0,5.0,6.0,11.76666667,6.0,64.46666667,52.63333333,4867.0,5205.0,587.5,561.5,2.175,2.725,4.8,4.725,45.0,4.0,11.0,0.0,R_1,338.0,-26.0,-11.833333339999996,-5.766666669999999,0.5500000000000003,-0.0750000000000001
1,BROWNHOOD,C07us,113,69,107,82,69,102,106,r,M,us,300.0,69,KAL260,933000320048168,20140.0,1626.66666666667,33.3333333333333,9.0,5.0,3.0,5.0,5.0,1.0,2.0,12.26666667,0.0,86.387,86.387,7735.0,6672.0,740.3,755.5,2.7,3.0,2.9,3.125,34.0,2.0,24.0,0.0,R_1,-1063.0,15.200000000000044,0.0,-12.26666667,0.2999999999999998,0.2250000000000001
1,BROWNHOOD,C05us,117,71,110,85,71,105,110,r,M,us,282.0,71,KAL161,933000320186936,4260.0,213.333333333333,13.3333333333333,1.0,8.0,16.0,19.0,4.0,-2.0,7.0,18.2,26.7333333333333,38.8,38.8,5076.0,4442.0,743.4,623.5,3.25,2.9,3.475,7.05,40.0,8.0,12.0,0.0,R_1,-634.0,-119.89999999999998,0.0,8.5333333333333,-0.3500000000000001,3.575
3,BLACKHOOD,C03us,112,61,106,80,61,100,104,o,F,us,164.0,61,KAL100,933000320047218,11780.0,-286.666666666667,-133.333333333333,12.0,10.0,0.0,11.0,14.0,-1.0,44.0,42.6666667,22.8333333,47.7666667,47.7666667,7059.0,5762.0,697.5,669.1,3.5,3.275,5.775,5.35,31.0,4.0,25.0,0.0,O_3,-1297.0,-28.399999999999977,0.0,-19.8333334,-0.2250000000000001,-0.4250000000000007
2,ALBINO,C14us,106,64,100,74,64,95,99,l,M,us,239.0,64,KAL554,933000320500147,11660.0,653.3333333333335,86.66666667,32.0,24.0,1.0,12.0,5.0,-4.0,17.0,5.566666667,0.0,61.13333333,45.93333333,6173.0,4436.0,703.4,479.0,2.175,2.325,3.45,3.925,43.0,6.0,8.0,3.0,L_2,-1737.0,-224.4,-15.199999999999996,-5.566666667,0.1500000000000003,0.4749999999999996
1,BROWNHOOD,C08us,121,76,115,89,76,110,114,r,M,us,324.0,76,KAL285,933000320048955,10480.0,-300.0,-20.0,9.0,5.0,3.0,10.0,14.0,5.0,18.0,0.0,31.96666667,97.8,35.63333333,5656.0,6473.0,726.6,747.7,2.375,2.1,6.825,7.325,35.0,11.0,14.0,0.0,R_1,817.0,21.100000000000023,-62.16666667,31.96666667,-0.2749999999999999,0.5
3,ALBINO,C17us,113,69,107,81,69,102,106,r,F,us,183.0,69,KAL659,933000320697596,4720.0,26.67,20.0,2.0,1.0,0.0,0.0,1.0,0.0,2.0,10.6,0.0,62.46666667,70.4,4405.0,4314.0,474.4,486.3,1.975,2.8,7.625,6.475,33.0,5.0,22.0,0.0,R_3,-91.0,11.900000000000034,7.9333333300000035,-10.6,0.8249999999999997,-1.1500000000000004
1,ALBINO,C05us,116,70,109,84,70,104,109,r,M,us,250.0,70,KAL165,933000320186929,760.0,-40.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,60.4,60.4,5408.0,5821.0,675.5,741.3,2.2,2.8,7.35,7.925,44.0,2.0,14.0,0.0,R_1,413.0,65.79999999999995,0.0,-4.0,0.5999999999999996,0.5750000000000002
3,ALBINO,C14us,112,68,106,80,68,101,105,r,F,us,200.0,68,KAL540,933000320500036,27940.0,300.0000000000003,153.3333333,9.0,7.0,0.0,4.0,1.0,-4.0,7.0,0.0,0.0,62.43333333,58.76666667,7834.0,10860.0,719.4,856.3,2.275,2.05,3.75,5.075,48.0,1.0,11.0,0.0,R_3,3026.0,136.89999999999998,-3.666666660000004,0.0,-0.2250000000000001,1.3250000000000002
3,ALBINO,C14us,113,69,107,81,69,102,106,r,F,us,183.0,69,KAL531,933000320500389,3140.0,100.0,-66.66666667,4.0,9.0,1.0,27.0,5.0,-4.0,14.0,2.333333333,0.0,69.13333333,61.8,4637.0,4940.0,608.3,688.5,2.95,2.175,6.1,10.1,48.0,1.0,11.0,0.0,R_3,303.0,80.20000000000005,-7.333333330000002,-2.333333333,-0.7750000000000004,4.0
3,BLACK,C05us,113,68,106,81,68,101,106,r,F,us,172.0,68,KAL180,933000320187114,14260.0,1080.0,233.333333333333,20.0,16.0,12.0,24.0,10.0,-3.0,22.0,3.86666666666667,3.23333333333333,45.0,45.0,7859.0,8011.0,840.2,731.0,3.1,2.05,3.175,5.65,39.0,2.0,19.0,0.0,R_3,152.0,-109.20000000000005,0.0,-0.63333333333334,-1.0500000000000005,2.4750000000000005
4,BROWNHOOD,C12us,107,64,101,75,64,96,100,l,F,us,172.0,64,KAL467,933000320500231,13420.0,240.0,93.33333333,15.0,22.0,6.0,19.0,10.0,4.0,34.0,0.0,33.36666667,74.73333333,48.33333333,8437.0,8189.0,829.2,727.4,2.275,2.2,4.725,2.875,51.0,6.0,3.0,0.0,L_4,-248.0,-101.80000000000008,-26.39999999999999,33.36666667,-0.0749999999999997,-1.85
3,BLACKHOOD,C10us,115,70,109,83,70,104,108,r,F,us,195.0,70,KAL367,933000320188211,5120.0,80.0,46.66666667,4.0,8.0,3.0,4.0,2.0,-5.0,4.0,0.0,14.2,85.2,50.66666667,5212.0,6775.0,626.4,689.0,2.175,2.85,3.175,4.875,41.0,13.0,6.0,0.0,R_3,1563.0,62.60000000000002,-34.533333330000005,14.2,0.6750000000000003,1.7000000000000002
2,ALBINO,C11us,109,66,103,77,66,98,102,l,M,us,275.0,66,KAL429,933000320188325,25480.0,2360.0,266.6666667,40.0,8.0,12.0,32.0,54.0,34.0,61.0,0.0,0.0,59.3,53.46666667,6789.0,7441.0,874.1,840.9,3.175,2.1,6.075,6.95,35.0,2.0,23.0,0.0,L_2,652.0,-33.200000000000045,-5.833333329999995,0.0,-1.0749999999999995,0.875
1,BLACK,C05us,116,70,109,84,70,104,109,r,M,us,290.0,70,KAL162,933000320186945,1380.0,26.6666666666667,-13.3333333333333,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,63.2666666666667,63.2666666666667,6459.0,4007.0,719.1,453.2,2.55,2.875,5.35,3.4,39.0,1.0,20.0,0.0,R_1,-2452.0,-265.90000000000003,0.0,0.0,0.3250000000000002,-1.95
3,BLACK,C12us,114,70,108,82,70,103,107,r,F,us,199.0,70,KAL451,933000320499889,7720.0,1266.6666666666663,186.6666667,12.0,19.0,24.0,9.0,7.0,-4.0,14.0,15.23333333,28.76666667,51.0,44.76666667,5047.0,5145.0,622.0,502.6,1.925,2.5,6.2,3.475,28.0,8.0,24.0,0.0,R_3,98.0,-119.39999999999998,-6.233333330000001,13.53333334,0.575,-2.725
4,ALBINO,C08us,114,71,108,82,71,103,107,r,F,us,178.0,71,KAL303,933000320187457,10480.0,1246.67,160.0,15.0,5.0,16.0,13.0,15.0,3.0,24.0,21.36666667,45.66666667,53.5,25.8,5523.0,4465.0,605.0,504.0,3.1,3.65,7.5,8.175,40.0,8.0,12.0,0.0,R_4,-1058.0,-101.0,-27.7,24.3,0.5499999999999998,0.6750000000000007
2,BLACKHOOD,C08us,113,71,107,81,71,102,106,l,M,us,261.0,71,KAL313,933000320048864,7280.0,553.33,-20.0,9.0,8.0,4.0,7.0,10.0,2.0,19.0,0.0,3.833333333,94.63333333,65.96666667,5499.0,3487.0,689.1,436.1,3.95,2.825,6.75,7.325,,,,,L_2,-2012.0,-253.0,-28.666666660000004,3.833333333,-1.125,0.5750000000000002
3,BROWNHOOD,C08us,122,77,116,90,77,111,115,r,F,us,193.0,77,KAL283,933000320048996,5880.0,-633.33,-53.33333333,3.0,2.0,1.0,3.0,0.0,-6.0,2.0,33.46666667,31.43333333,44.4,42.83333333,7028.0,4803.0,630.0,442.6,1.85,3.15,3.225,5.575,34.0,12.0,14.0,0.0,R_3,-2225.0,-187.4,-1.5666666699999965,-2.033333340000002,1.2999999999999998,2.35
2,ALBINO,C04us,113,70,107,81,70,102,106,l,M,us,288.0,70,KAL153,933000320047570,18380.0,-1393.33333333333,-93.3333333333333,6.0,8.0,4.0,18.0,3.0,0.0,28.0,6.7,31.7666667,29.3666667,29.3666667,5517.0,3064.0,679.8,404.1,2.975,2.1,10.1,5.825,25.0,6.0,29.0,0.0,L_2,-2453.0,-275.69999999999993,0.0,25.0666667,-0.875,-4.275
1,ALBINO,C15us,114,69,108,82,69,101,107,r,M,us,250.0,69,KAL570,933000320524178,5300.0,-20.0,93.33333333,6.0,6.0,2.0,2.0,1.0,-2.0,3.0,5.633333333,7.933333333,65.16666667,43.06666667,9826.0,9893.0,1050.2,992.1,2.15,2.25,5.175,4.625,54.0,4.0,2.0,0.0,R_1,67.0,-58.10000000000002,-22.1,2.3,0.1,-0.5499999999999998
3,BLACKHOOD,C17us,114,70,108,82,70,103,107,r,F,us,193.0,70,KAL655,933000320697629,8780.0,613.33,100.0,9.0,7.0,16.0,10.0,12.0,-10.0,18.0,30.86666667,26.96666667,48.43333333,36.23333333,8697.0,7395.0,775.7,649.7,2.5,2.366666667,6.55,4.075,50.0,5.0,5.0,0.0,R_3,-1302.0,-126.0,-12.200000000000005,-3.900000000000002,-0.1333333329999999,-2.475
4,BLACKHOOD,C09us,107,64,101,75,64,96,100,r,F,us,160.0,64,KAL343,933000320188389,8340.0,573.33,13.33333333,20.0,8.0,6.0,12.0,20.0,8.0,40.0,6.166666667,16.96666667,66.16666667,49.73333333,8774.0,7214.0,787.8,625.7,1.85,1.75,2.3,2.425,37.0,18.0,5.0,0.0,R_4,-1560.0,-162.0999999999999,-16.433333339999997,10.800000002999996,-0.1,0.125
3,BLACK,C07us,114,69,108,83,69,103,107,r,F,us,184.0,69,KAL243,933000320048316,4700.0,80.0,-20.0,1.0,0.0,0.0,1.0,0.0,-1.0,1.0,20.06666667,29.23333333,35.23333333,35.23333333,8024.0,8951.0,764.4,703.6,1.275,1.95,3.625,3.15,36.0,3.0,21.0,0.0,R_3,927.0,-60.79999999999996,0.0,9.16666666,0.675,-0.4750000000000001
3,BROWNHOOD,C05us,117,71,110,85,71,105,110,r,F,us,179.0,71,KAL163,933000320186867,6300.0,-686.666666666667,-113.333333333333,2.0,2.0,2.0,3.0,3.0,0.0,10.0,36.2333333333333,45.6,34.5,34.5,9681.0,9455.0,846.6,747.5,2.925,3.175,3.85,4.025,23.0,2.0,35.0,0.0,R_3,-226.0,-99.10000000000002,0.0,9.366666666666704,0.25,0.1750000000000002
2,BLACK,C04us,118,74,112,86,74,107,111,o,M,us,258.0,74,KAL141,933000320047739,5920.0,633.333333333333,20.0,6.0,5.0,19.0,35.0,13.0,-2.0,9.0,15.6,0.0,82.3333333,82.3333333,4159.0,5611.0,621.5,631.6,3.075,2.5,6.35,7.925,40.0,1.0,19.0,0.0,O_2,1452.0,10.100000000000025,0.0,-15.6,-0.5750000000000002,1.5750000000000002
1,BLACKHOOD,C11us,115,70,109,83,70,104,108,r,M,us,270.0,70,KAL405,933000320188502,9700.0,753.3333333333333,100.0,12.0,8.0,8.0,12.0,22.0,14.0,12.0,5.566666667,34.3,66.76666667,44.1,10692.0,9532.0,1110.9,918.7,2.275,1.975,7.25,5.175,,,,,R_1,-1160.0,-192.20000000000005,-22.666666670000005,28.733333333,-0.2999999999999998,-2.075
3,ALBINO,C07us,113,69,107,82,69,102,106,r,F,us,163.0,69,KAL259,933000320048171,3980.0,240.0,80.0,15.0,15.0,6.0,21.0,11.0,3.0,20.0,0.0,26.0,39.83333333,39.83333333,6044.0,8355.0,840.9,948.4,2.35,2.8,4.55,2.9,27.0,6.0,27.0,0.0,R_3,2311.0,107.5,0.0,26.0,0.4499999999999997,-1.65
2,BLACK,C11us,105,63,99,73,63,94,98,l,M,us,212.0,63,KAL434,933000320188313,15580.0,1026.6666666666667,120.0,25.0,6.0,7.0,8.0,8.0,-10.0,33.0,3.9,13.73333333,65.9,42.1,7093.0,5855.0,867.8,645.0,1.675,2.35,6.8,3.55,57.0,2.0,1.0,0.0,L_2,-1238.0,-222.79999999999995,-23.800000000000004,9.83333333,0.675,-3.25
2,BROWNHOOD,C04us,114,70,108,82,70,103,107,l,M,us,264.0,70,KAL150,933000320047560,12300.0,773.333333333333,60.0,15.0,3.0,17.0,76.0,15.0,-22.0,45.0,11.1,35.2666667,31.2333333,31.2333333,5395.0,5057.0,719.5,572.6,3.1,3.375,7.45,8.575,21.0,3.0,36.0,0.0,L_2,-338.0,-146.89999999999998,0.0,24.1666667,0.2749999999999999,1.1249999999999991
2,ALBINO,C13us,107,64,101,75,64,96,100,l,M,us,270.0,64,KAL509,933000320500315,11680.0,1680.0,133.3333333,32.0,3.0,4.0,19.0,7.0,-5.0,48.0,1.1,14.56666667,62.96666667,32.06666667,11489.0,3364.0,1139.7,462.2,1.8,2.85,4.825,5.975,36.0,6.0,18.0,0.0,L_2,-8125.0,-677.5,-30.90000000000001,13.46666667,1.05,1.1499999999999997
4,BLACK,C12us,106,64,100,74,64,95,99,l,F,us,198.0,64,KAL471,933000320499737,3840.0,-173.33333333333337,20.0,1.0,4.0,7.0,2.0,19.0,16.0,14.0,15.76666667,25.3,56.63333333,34.1,5024.0,3896.0,634.3,488.6,2.85,1.875,7.375,4.5,34.0,15.0,10.0,1.0,L_4,-1128.0,-145.69999999999993,-22.53333333,9.53333333,-0.975,-2.875
2,BLACKHOOD,C14us,110,67,104,78,67,99,103,r,M,us,329.0,67,KAL542,933000320500291,8780.0,-393.33333333333326,0.0,9.0,5.0,4.0,6.0,4.0,0.0,5.0,27.33333333,21.06666667,51.76666667,47.13333333,3620.0,4148.0,536.1,555.9,1.675,3.05,9.35,4.3,39.0,0.0,21.0,0.0,R_2,528.0,19.799999999999955,-4.63333334,-6.266666659999999,1.3749999999999998,-5.05
2,BROWNHOOD,C11us,110,67,104,78,67,99,103,l,M,us,273.0,67,KAL425,933000320188138,3720.0,233.33333333333337,113.3333333,6.0,0.0,1.0,4.0,10.0,6.0,7.0,0.0,51.93333333,69.4,20.8,5364.0,5269.0,742.2,658.2,2.425,1.775,5.375,2.675,47.0,9.0,4.0,0.0,L_2,-95.0,-84.0,-48.60000000000001,51.93333333,-0.6499999999999999,-2.7
3,ALBINO,C17us,113,69,107,81,69,102,106,r,F,us,182.0,69,KAL660,933000320697597,6180.0,573.33,100.0,6.0,13.0,0.0,1.0,1.0,-2.0,4.0,17.2,13.6,60.1,50.3,10820.0,8456.0,1143.1,705.0,2.475,2.875,5.2,4.05,42.0,0.0,18.0,0.0,R_3,-2364.0,-438.0999999999999,-9.800000000000004,-3.6,0.3999999999999999,-1.1500000000000004
3,BROWNHOOD,C17us,115,70,109,83,70,104,108,r,F,us,199.0,70,KAL648,933000320697640,6500.0,320.0,-20.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,23.23333333,32.26666667,59.83333333,32.13333333,12185.0,8575.0,1038.7,721.6,2.875,2.65,2.875,3.475,44.0,4.0,12.0,0.0,R_3,-3610.0,-317.1,-27.700000000000003,9.03333334,-0.2250000000000001,0.6000000000000001
2,BLACK,C12us,107,64,101,75,64,96,100,r,M,us,258.0,64,KAL462,933000320500243,12380.0,393.33333333333326,80.0,20.0,21.0,3.0,16.0,22.0,-5.0,39.0,4.7,21.5,64.06666667,44.36666667,10173.0,8921.0,921.6,841.3,2.7,2.675,9.7,5.2,25.0,1.0,34.0,0.0,R_2,-1252.0,-80.30000000000007,-19.700000000000003,16.8,-0.0250000000000003,-4.499999999999999
