box,coatcolor,cohort,cued_age,epm1_age,ext01_age,lga01_age,oft1_age,pr_age,prime_age,room,sex,site,surgery_weight,tf1_age,labanimalid,rfid,lga_total_heroin_consumption,lga_escalation_of_heroin_intake_12h,lga_escalation_of_heroin_intake_1h,pr_breakpoints,prime_active,prime_extinction_before_priming_active,ext_burst,ext_day_6_active,ext_de_escalation,cued_active,epm_percent_open_1,epm_percent_open_2,epm_percent_closed_1,epm_percent_closed_2,oft_distance_1,oft_distance_2,oft_time_1,oft_time_2,tf_bl_1,tf_bl_2,tf_test_1,tf_test_2,fst_swim,fst_climb,fst_float,fst_dive,room_box,oft_distance_diff,oft_time_diff,epm_percent_closed_diff,epm_percent_open_diff,tf_bl_diff,tf_test_diff
6,ALBINO,C12italy,113,68,107,82,68,102,106,46.0,M,italy,325.0,68,IT454,933000320499876,2240.0,-213.3333333333333,0.0,2.0,2.0,0.0,2.0,0.0,-1.0,3.0,30.08333333333333,0.0,38.36333333333334,85.1,3942.208409,8148.740806,125.75,228.7,3.1000000000000005,2.825,9.5,9.775,22.0,10.0,28.0,0.0,46_6,4206.532397,102.95,46.73666666666666,-30.08333333333333,-0.2750000000000003,0.2750000000000003
1,BROWN,C13italy,117,74,111,86,74,106,110,48.0,F,italy,213.0,74,IT503,933000320500122,5500.0,-120.0,-20.0,4.0,10.0,2.0,3.0,2.0,-1.0,33.0,14.596666666666666,0.0,57.763333333333335,56.20666666666666,10330.09786,12004.089554,287.65,296.15,1.9,3.625,9.375,8.55,27.0,9.0,24.0,0.0,48_1,1673.9916940000005,8.5,-1.556666666666672,-14.596666666666666,1.725,-0.8249999999999993
7,BROWNHOOD,C16italy,93,51,87,62,51,82,86,48.0,F,italy,160.0,51,IT596,933000320697472,5920.0,-6.666666666666515,59.99999999999999,0.0,0.0,2.0,6.0,2.0,0.0,9.0,22.08333333333333,30.686666666666667,56.68666666666667,29.196666666666665,10356.174186,11569.496103,282.0,298.85,4.25,2.075,10.0,8.325,,,,,48_7,1213.3219169999993,16.850000000000023,-27.49,8.603333333333339,-2.175,-1.6750000000000007
5,BROWN,C08italy,112,67,106,81,67,101,105,46.0,F,italy,187.0,67,IT295,933000320049064,7900.0,-806.666666666667,26.6666666666667,1.0,3.0,2.0,5.0,8.0,7.0,21.0,7.22,0.0,60.07333333333333,81.13666666666667,16146.500244,9369.852465,184.4,106.95,3.3,3.025,7.725,3.925,38.0,5.0,17.0,0.0,46_5,-6776.647779000001,-77.45,21.06333333333334,-7.22,-0.2749999999999999,-3.8
2,BROWNHOOD,C09italy,108,64,102,76,64,97,101,48.0,F,italy,181.0,64,IT344,933000320188385,10380.0,-446.6666666666666,-93.33333333333334,4.0,16.0,3.0,4.0,5.0,-7.0,15.0,11.126666666666669,0.0,56.17333333333333,58.97666666666667,11434.251468,8779.366306,279.85,214.35,3.075,3.0,9.1,2.325,41.0,11.0,8.0,0.0,48_2,-2654.8851620000005,-65.50000000000003,2.8033333333333346,-11.126666666666669,-0.0750000000000001,-6.775
4,ALBINO,C03italy,121,75,115,89,75,110,114,46.0,F,italy,193.0,75,IT088,933000320047073,3700.0,466.666666666667,-20.0,4.0,5.0,1.0,0.0,1.0,-16.0,3.0,24.6366666666667,11.44,0.666666666666667,0.666666666666667,11131.494158,7648.044266,286.15,216.5,3.15,3.15,7.425,7.55,46.0,7.0,7.0,0.0,46_4,-3483.449892,-69.64999999999998,0.0,-13.1966666666667,0.0,0.125
3,ALBINO,C05italy,116,71,110,84,71,105,109,46.0,F,italy,177.0,71,IT167,933000320186935,12600.0,100.0,20.0,9.0,2.0,3.0,0.0,0.0,-4.0,5.0,39.04,19.3966666666667,36.7766666666667,36.7766666666667,9690.252854,7739.482903,266.3,230.85,1.65,2.325,6.625,3.8,36.0,9.0,15.0,0.0,46_3,-1950.769951,-35.45000000000002,0.0,-19.6433333333333,0.6750000000000003,-2.825
7,BROWN,C07italy,121,76,115,90,76,110,114,46.0,M,italy,293.0,76,IT257,933000320048170,1480.0,-73.3333333333333,26.6666666666667,2.0,2.0,1.0,1.0,0.0,-1.0,10.0,36.8333333333333,7.82,24.1066666666667,24.1066666666667,10653.103968,14657.165802,333.6,427.45,3.55,3.8,10.0,7.95,40.0,4.0,16.0,0.0,46_7,4004.061834,93.84999999999997,0.0,-29.0133333333333,0.25,-2.05
8,BROWN,C14italy,114,71,108,83,71,103,107,48.0,F,italy,191.0,71,IT556,933000320500030,6960.0,-33.33333333333326,19.999999999999982,2.0,3.0,0.0,0.0,1.0,-7.0,20.0,54.693333333333335,13.563333333333333,49.14666666666667,54.29,11225.016463,8787.033076,301.6,248.85,1.925,1.7,8.55,9.425,47.0,4.0,9.0,0.0,48_8,-2437.983387,-52.75000000000003,5.143333333333331,-41.13,-0.2250000000000001,0.875
3,BLACKHOOD,C06italy,114,71,108,83,71,104,107,50.0,F,italy,169.0,71,IT239,933000320187444,8240.0,326.666666666667,46.6666666666667,4.0,55.0,0.0,10.0,4.0,4.0,9.0,36.4366666666667,36.8333333333333,32.2733333333333,32.2733333333333,8019.2006,6632.257531,222.1,178.15,1.35,3.975,7.5,7.2,34.0,5.0,21.0,0.0,50_3,-1386.943069,-43.94999999999999,0.0,0.3966666666665972,2.625,-0.2999999999999998
7,ALBINO,C14italy,114,71,108,83,71,103,107,48.0,M,italy,275.0,71,IT554,933000320500279,6160.0,-260.0,-33.333333333333336,6.0,1.0,2.0,2.0,2.0,2.0,21.0,17.7,16.27,48.52666666666667,57.09666666666666,7667.302724,4936.523328,226.5,135.6,2.05,1.975,8.7,8.775,29.0,0.0,31.0,0.0,48_7,-2730.779396,-90.9,8.569999999999986,-1.4299999999999995,-0.0749999999999997,0.075000000000001
2,BLACKHOOD,C06italy,120,75,114,89,75,110,113,48.0,F,italy,209.0,75,IT220,933000320187255,10280.0,166.666666666667,33.3333333333333,4.0,19.0,11.0,6.0,15.0,15.0,15.0,32.14,25.31,42.4933333333333,42.4933333333333,6726.718782,7910.4818,186.75,198.3,3.3,6.175,6.1,6.8,19.0,3.0,38.0,0.0,48_2,1183.7630179999996,11.550000000000011,0.0,-6.830000000000002,2.875,0.7000000000000002
2,BLACK,C07italy,116,72,110,85,72,105,109,48.0,M,italy,273.0,72,IT262,933000320048083,8740.0,760.0,106.666666666667,25.0,7.0,7.0,8.0,7.0,-5.0,49.0,49.6533333333333,34.59,36.7866666666667,36.7866666666667,6027.187212,11997.253523,179.95,339.7,4.525,3.825,10.0,8.7,38.0,7.0,15.0,0.0,48_2,5970.066311,159.75,0.0,-15.063333333333295,-0.7000000000000002,-1.3000000000000007
4,BROWN,C03italy,121,75,115,89,75,110,114,46.0,M,italy,274.0,75,IT086,933000320047056,960.0,60.0,6.66666666666667,0.0,4.0,1.0,0.0,0.0,-1.0,6.0,31.4033333333333,14.8933333333333,1.0,1.0,1202.054421,1888.907935,34.25,53.55,2.65,2.65,4.45,4.45,50.0,8.0,2.0,0.0,46_4,686.8535139999999,19.3,0.0,-16.509999999999998,0.0,0.0
2,BROWNHOOD,C04italy,115,69,109,83,69,104,108,46.0,F,italy,161.0,69,IT124,933000320047977,2700.0,-540.0,-73.3333333333333,0.0,5.0,7.0,1.0,5.0,5.0,0.0,36.6233333333333,36.98,32.5266666666667,32.5266666666667,10191.267574,9704.346449,269.85,248.45,3.2,1.85,4.8,5.925,45.0,7.0,8.0,0.0,46_2,-486.9211249999989,-21.40000000000004,0.0,0.3566666666666975,-1.35,1.125
4,BROWNHOOD,C08italy,114,68,108,83,68,103,107,46.0,F,italy,181.0,68,IT288,933000320048961,4820.0,273.333333333333,20.0,4.0,5.0,2.0,4.0,5.0,0.0,2.0,32.21,28.45,34.9,39.083333333333336,14601.440417,12829.153363,143.45,170.35,5.775,3.3000000000000003,9.1,4.925,41.0,6.0,13.0,0.0,46_4,-1772.2870540000004,26.90000000000001,4.183333333333337,-3.7600000000000016,-2.475,-4.175
7,BLACK,C12italy,113,68,107,82,68,102,106,46.0,M,italy,305.0,68,IT457,933000320499879,1160.0,-40.00000000000003,20.0,0.0,0.0,0.0,0.0,6.0,4.0,2.0,62.86666666666667,0.0,28.91,67.9,7085.244518,6144.012382,197.0,176.85,2.8500000000000005,2.6,10.0,8.65,41.0,0.0,19.0,0.0,46_7,-941.2321360000004,-20.15000000000001,38.99000000000001,-62.86666666666667,-0.2500000000000004,-1.3499999999999996
2,BLACKHOOD,C14italy,118,74,112,87,74,107,111,48.0,F,italy,184.0,74,IT544,933000320500295,5680.0,-246.66666666666663,-26.666666666666657,2.0,2.0,2.0,0.0,3.0,0.0,18.0,41.34333333333333,28.19333333333333,27.41,31.093333333333334,13288.188336,9085.515281,347.35,242.45,1.4,3.025,8.25,7.625,37.0,8.0,15.0,0.0,48_2,-4202.673054999999,-104.90000000000003,3.6833333333333336,-13.149999999999997,1.625,-0.625
5,ALBINO,C05italy,107,65,101,75,65,96,100,48.0,M,italy,237.0,65,IT193,933000320187001,6120.0,366.666666666667,133.333333333333,2.0,0.0,9.0,3.0,5.0,-7.0,7.0,23.9533333333333,15.3766666666667,47.8466666666667,47.8466666666667,909.137146,1389.02889,25.5,42.4,1.475,3.6,7.225,2.65,49.0,2.0,9.0,0.0,48_5,479.891744,16.9,0.0,-8.5766666666666,2.125,-4.574999999999999
3,BROWNHOOD,C11italy,116,71,110,85,71,105,109,46.0,F,italy,210.0,71,IT407,933000320188503,12720.0,166.66666666666674,53.33333333333334,4.0,15.0,5.0,9.0,9.0,6.0,20.0,12.836666666666666,18.466666666666665,45.41333333333333,44.00333333333333,13161.622861,16657.387902,342.8,446.35,2.325,1.775,6.075,8.275,55.0,1.0,4.0,0.0,46_3,3495.7650409999987,103.55,-1.4099999999999966,5.629999999999999,-0.5500000000000003,2.2
3,BROWNHOOD,C16italy,95,51,89,64,51,84,88,48.0,F,italy,162.0,51,IT588,933000320525495,3640.0,100.0,0.0,4.0,17.0,2.0,1.0,7.0,4.0,4.0,19.816666666666663,36.16,69.44666666666667,27.206666666666667,4701.92872,12883.488909,136.2,339.65,3.5,1.025,9.5,8.549999999999999,,,,,48_3,8181.560189,203.45,-42.24000000000001,16.343333333333334,-2.475,-0.9500000000000012
_5,BROWNHOOD,C09italy,107,64,101,75,64,96,100,47.0,M,italy,217.0,64,IT357,933000320188234,7160.0,-273.33333333333337,53.333333333333314,6.0,9.0,10.0,12.0,0.0,-13.0,8.0,28.613333333333333,34.416666666666664,48.38666666666666,30.5,10576.658406,17856.069581,259.45,427.05,2.4250000000000003,2.75,6.65,4.675,34.0,19.0,7.0,0.0,47_5,7279.411174999999,167.60000000000002,-17.886666666666663,5.803333333333331,0.3249999999999997,-1.9750000000000003
5,ALBINO,C06italy,115,71,109,84,71,105,108,48.0,M,italy,253.0,71,IT225,933000320187378,3520.0,116.666666666667,33.3333333333333,6.0,6.0,0.0,0.0,9.0,8.0,2.0,4.72666666666667,0.5,57.46,57.46,3942.260294,9069.934373,120.8,250.65,1.175,4.625,9.325,5.1,47.0,9.0,4.0,0.0,48_5,5127.674079,129.85000000000002,0.0,-4.22666666666667,3.45,-4.225
7,BROWN,C10italy,108,65,102,77,65,97,101,48.0,M,italy,262.0,65,IT393,933000320188451,6900.0,-359.9999999999999,59.99999999999999,2.0,4.0,2.0,4.0,5.0,-2.0,13.0,3.4266666666666667,25.77,41.01,14.866666666666667,11056.32,7840.832256,307.9,211.9,1.475,3.175,6.949999999999999,5.8500000000000005,44.0,6.0,10.0,0.0,48_7,-3215.487744,-95.99999999999996,-26.14333333333333,22.343333333333334,1.6999999999999995,-1.0999999999999988
2,ALBINO,C09italy,117,71,111,85,71,106,110,46.0,F,italy,186.0,71,IT327,933000320188073,6920.0,-533.3333333333335,-6.666666666666671,2.0,1.0,5.0,2.0,3.0,-1.0,11.0,30.826666666666668,34.166666666666664,46.03666666666668,42.75333333333333,4893.021571,5031.810014,139.85,131.1,4.4,1.175,7.5,6.525,33.0,16.0,11.0,0.0,46_2,138.78844299999946,-8.75,-3.2833333333333528,3.3399999999999963,-3.2250000000000005,-0.9749999999999996
8,BLACK,C07italy,121,76,115,90,76,110,114,46.0,F,italy,187.0,76,IT259,933000320048161,10240.0,886.666666666667,120.0,9.0,7.0,8.0,6.0,5.0,5.0,29.0,23.4233333333333,22.4466666666667,51.1733333333333,51.1733333333333,13006.222863,14234.461042,336.7,342.65,2.7,4.375,10.0,2.55,30.0,12.0,18.0,0.0,46_8,1228.238179,5.949999999999989,0.0,-0.9766666666665992,1.6749999999999998,-7.45
8,BROWNHOOD,C10italy,115,70,109,84,70,104,108,46.0,F,italy,157.0,70,IT380,933000320188205,1820.0,86.66666666666667,20.0,2.0,11.0,7.0,10.0,6.0,-2.0,9.0,38.99,46.25,43.99,38.086666666666666,5893.59,12375.17006,159.55,305.8,2.85,0.8250000000000001,9.825,4.275,50.0,4.0,6.0,0.0,46_8,6481.58006,146.25,-5.903333333333336,7.259999999999998,-2.025,-5.549999999999999
2,BROWNHOOD,C09italy,117,71,111,85,71,106,110,46.0,M,italy,322.0,71,IT322,933000320188063,1100.0,-66.66666666666666,33.33333333333333,0.0,0.0,0.0,3.0,2.0,2.0,14.0,15.103333333333332,25.12,57.81,46.8,13027.397196,9005.209509,363.45,231.8,3.5,5.25,8.725,6.4,56.0,0.0,4.0,0.0,46_2,-4022.187687,-131.64999999999998,-11.010000000000003,10.01666666666667,1.75,-2.325
1,BLACK,C11italy,116,71,110,85,71,105,109,46.0,F,italy,173.0,71,IT403,933000320188522,7340.0,153.33333333333326,-20.0,9.0,2.0,2.0,7.0,0.0,-10.0,11.0,6.176666666666667,14.74,33.38666666666666,63.84,9024.049806,7690.288298,241.2,189.4,2.45,3.1499999999999995,5.6,4.475,45.0,10.0,5.0,0.0,46_1,-1333.7615080000005,-51.79999999999998,30.45333333333334,8.563333333333333,0.6999999999999993,-1.125
1,BLACK,C14italy,113,70,107,82,70,102,106,47.0,M,italy,294.0,70,IT558,933000320500143,2300.0,86.66666666666663,46.66666666666667,4.0,1.0,2.0,1.0,9.0,-5.0,27.0,21.80666666666667,11.74,21.80666666666667,39.46,3424.144313,9616.863817,98.85,258.95,3.5,2.6,8.95,9.025000000000002,48.0,2.0,10.0,0.0,47_1,6192.719504,160.1,17.653333333333332,-10.066666666666668,-0.8999999999999999,0.0750000000000028
8,ALBINO,C11italy,115,71,109,84,71,104,108,46.0,F,italy,162.0,71,IT420,933000320188147,12540.0,380.0,66.66666666666667,9.0,10.0,3.0,11.0,14.0,-1.0,12.0,29.366666666666667,46.373333333333335,39.906666666666666,37.31666666666667,8640.410486,12063.598241,228.95,303.9,2.925,3.2,4.824999999999999,8.375,54.0,5.0,1.0,0.0,46_8,3423.187754999999,74.94999999999999,-2.5899999999999963,17.006666666666668,0.2750000000000003,3.5500000000000007
7,BLACKHOOD,C16italy,100,55,94,69,55,89,93,46.0,M,italy,247.0,55,IT578,933000320525443,12940.0,506.66666666666674,73.33333333333333,2.0,1.0,0.0,1.0,1.0,-2.0,14.0,18.316666666666663,49.21333333333333,61.446666666666665,36.96333333333333,2340.408414,9726.870418,66.05,262.05,4.225,3.675,9.25,9.95,23.0,0.0,37.0,0.0,46_7,7386.462004000001,196.0,-24.48333333333333,30.89666666666667,-0.5499999999999998,0.6999999999999993
2,BLACKHOOD,C06italy,120,75,114,89,75,110,113,48.0,M,italy,343.0,75,IT218,933000320187400,560.0,76.6666666666667,26.6666666666667,0.0,2.0,0.0,0.0,1.0,0.0,1.0,49.5266666666667,41.3866666666667,33.4266666666667,33.4266666666667,6860.688867,7219.638777,193.55,192.15,2.025,4.15,6.35,7.975,26.0,0.0,34.0,0.0,48_2,358.9499100000003,-1.4000000000000057,0.0,-8.14,2.1250000000000004,1.625
1,BLACKHOOD,C13italy,114,72,108,83,72,103,107,47.0,M,italy,331.0,72,IT517,933000320500191,6160.0,246.66666666666663,59.99999999999999,4.0,141.0,7.0,6.0,9.0,4.0,38.0,13.04,0.0,44.14666666666667,71.06333333333333,8744.282355,11446.842646,259.35,329.05,3.2250000000000005,4.550000000000001,9.975,8.225,41.0,11.0,8.0,0.0,47_1,2702.560291,69.69999999999999,26.916666666666664,-13.04,1.3250000000000002,-1.75
5,BLACKHOOD,C13italy,116,73,110,85,73,105,109,48.0,M,italy,310.0,73,IT509,933000320500312,4320.0,46.66666666666663,60.0,2.0,70.0,5.0,39.0,4.0,-36.0,14.0,20.30666666666667,44.49666666666667,36.98333333333333,24.28,5583.920432,,154.5,,2.675,3.85,9.875,7.625,46.0,10.0,4.0,0.0,48_5,,,-12.703333333333326,24.19,1.1750000000000005,-2.25
2,ALBINO,C04italy,115,69,109,83,69,104,108,46.0,M,italy,264.0,69,IT122,933000320047979,3480.0,400.0,60.0,4.0,2.0,9.0,0.0,1.0,1.0,1.0,23.31,13.7333333333333,36.21,36.21,3591.852078,2063.671219,105.5,63.75,3.975,4.85,6.55,3.7,41.0,3.0,16.0,0.0,46_2,-1528.180859,-41.75,0.0,-9.576666666666698,0.8749999999999996,-2.85
8,BLACK,C05italy,107,65,101,75,65,96,100,48.0,F,italy,202.0,65,IT196,933000320187014,560.0,-46.6666666666667,-13.3333333333333,2.0,1.0,0.0,1.0,1.0,0.0,2.0,29.71,20.1366666666667,44.6533333333333,44.6533333333333,6184.099822,2607.499867,188.0,73.25,3.0,2.575,6.5,2.525,52.0,3.0,5.0,0.0,48_8,-3576.599955,-114.75,0.0,-9.573333333333302,-0.4249999999999998,-3.975
5,BROWNHOOD,C09italy,115,70,109,83,70,104,108,46.0,F,italy,178.0,70,IT336,933000320188414,5080.0,73.33333333333337,53.33333333333334,0.0,3.0,4.0,0.0,11.0,10.0,6.0,16.106666666666666,25.15,54.87,46.74,12324.490195,6432.257314,350.85,182.8,3.125,3.0,9.55,4.800000000000001,32.0,20.0,8.0,0.0,46_5,-5892.232881,-168.05,-8.129999999999995,9.043333333333331,-0.125,-4.75
2,BLACKHOOD,C03italy,117,73,111,85,73,106,110,48.0,M,italy,292.0,73,IT102,933000320047208,3460.0,-113.333333333333,13.3333333333333,4.0,4.0,6.0,7.0,27.0,15.0,14.0,35.7733333333333,26.81,2.66666666666667,2.66666666666667,11304.153283,12805.712148,304.4,385.45,3.025,3.025,6.15,6.15,31.0,4.0,25.0,0.0,48_2,1501.5588650000009,81.05000000000001,0.0,-8.9633333333333,0.0,0.0
3,BLACK,C04italy,114,68,108,82,68,103,107,46.0,M,italy,280.0,68,IT125,933000320047807,11480.0,266.666666666667,60.0,4.0,3.0,0.0,12.0,6.0,-3.0,8.0,36.94,10.1033333333333,39.5433333333333,39.5433333333333,6732.916392,6199.87325,181.85,172.85,3.025,5.625,9.2,5.5,36.0,8.0,16.0,0.0,46_3,-533.0431420000004,-9.0,0.0,-26.83666666666669,2.6,-3.6999999999999993
1,BROWN,C08italy,116,70,110,85,70,105,109,46.0,F,italy,191.0,70,IT283,933000320048998,14860.0,366.666666666667,140.0,4.0,2.0,0.0,2.0,3.0,1.0,5.0,6.063333333333334,34.6,57.556666666666665,52.81333333333333,18581.96497,5942.641716,226.35,49.4,3.5500000000000003,4.4750000000000005,6.8,10.0,27.0,14.0,19.0,0.0,46_1,-12639.323254,-176.95,-4.743333333333332,28.53666666666667,0.9250000000000004,3.2
7,BROWN,C14italy,120,75,114,89,75,109,113,46.0,F,italy,190.0,75,IT539,933000320500043,3720.0,300.0,40.00000000000001,2.0,6.0,3.0,5.0,4.0,2.0,21.0,31.72,36.77333333333333,42.08,20.03333333333333,13260.09708,10874.090268,351.9,276.85,1.75,1.775,8.7,8.725000000000001,50.0,4.0,6.0,0.0,46_7,-2386.006812,-75.04999999999995,-22.046666666666667,5.053333333333335,0.0249999999999999,0.0250000000000021
5,BLACK,C14italy,121,76,115,90,76,110,114,46.0,M,italy,330.0,76,IT533,933000320500376,1880.0,66.66666666666666,46.66666666666667,2.0,1.0,6.0,2.0,3.0,0.0,14.0,28.18,0.0,36.27,72.45333333333333,11025.439756,10824.755063,313.6,308.45,3.325,1.8,9.125,9.775,33.0,1.0,26.0,0.0,46_5,-200.68469299999924,-5.150000000000034,36.18333333333333,-28.18,-1.525,0.6500000000000004
5,BROWNHOOD,C07italy,121,76,115,90,76,110,114,46.0,M,italy,298.0,76,IT253,933000320048172,1940.0,373.333333333333,86.6666666666667,4.0,4.0,0.0,4.0,6.0,1.0,8.0,27.64,9.65333333333333,60.2866666666667,60.2866666666667,11845.674939,10028.388454,337.55,279.2,3.825,5.475,9.325,10.0,37.0,7.0,16.0,0.0,46_5,-1817.2864850000003,-58.35000000000002,0.0,-17.98666666666667,1.6499999999999997,0.6750000000000007
3,BLACKHOOD,C14italy,117,73,111,86,73,106,110,48.0,F,italy,198.0,73,IT547,933000320500289,2480.0,93.33333333333334,100.0,2.0,4.0,2.0,0.0,2.0,2.0,12.0,25.27,26.613333333333333,50.84666666666666,42.26,15066.72065,10133.367884,404.75,270.35,1.2,2.7,9.55,8.475,46.0,0.0,14.0,0.0,48_3,-4933.352766,-134.39999999999998,-8.586666666666659,1.3433333333333335,1.5000000000000002,-1.075000000000001
4,BROWNHOOD,C12italy,108,64,102,77,64,97,101,48.0,F,italy,167.0,64,IT468,933000320500246,8360.0,-1586.6666666666667,-60.000000000000014,2.0,14.0,15.0,11.0,2.0,1.0,13.0,24.473333333333333,33.03666666666667,55.67666666666667,42.84,9451.129612,14770.410364,259.9,334.15,4.2,2.325,,9.475,49.0,2.0,9.0,0.0,48_4,5319.280751999999,74.25,-12.836666666666666,8.563333333333336,-1.875,
2,BLACK,C16italy,95,51,89,64,51,84,88,48.0,M,italy,232.0,51,IT585,933000320525493,3920.0,-113.33333333333331,13.333333333333334,2.0,10.0,2.0,0.0,4.0,-2.0,4.0,15.373333333333331,0.0,44.64333333333333,46.74666666666667,4552.676847,8167.815101,134.65,247.85,1.65,2.625,9.75,9.775,,,,,48_2,3615.138254,113.2,2.103333333333339,-15.373333333333331,0.975,0.0250000000000003
6,BROWNHOOD,C12italy,106,63,100,75,63,95,99,48.0,F,italy,183.0,63,IT476,933000320499732,4480.0,153.33333333333326,60.000000000000014,6.0,5.0,0.0,5.0,0.0,0.0,2.0,25.57,31.386666666666667,43.71333333333333,36.99,9546.492342,8172.433355,255.8,217.4,2.175,3.725,9.825,9.875,31.0,4.0,25.0,0.0,48_6,-1374.0589869999994,-38.400000000000006,-6.723333333333329,5.816666666666666,1.5500000000000005,0.0500000000000007
4,ALBINO,C05italy,107,65,101,75,65,96,100,48.0,M,italy,235.0,65,IT190,933000320187009,11380.0,946.666666666667,80.0,12.0,7.0,2.0,8.0,22.0,4.0,40.0,42.37,27.65,32.3133333333333,32.3133333333333,16410.975762,12516.099828,454.7,369.3,3.6,2.875,5.1,5.85,32.0,13.0,15.0,0.0,48_4,-3894.875933999998,-85.39999999999998,0.0,-14.72,-0.7250000000000001,0.75
4,BROWNHOOD,C06italy,119,75,113,88,75,109,112,48.0,M,italy,330.0,75,IT222,933000320187389,6480.0,466.666666666667,140.0,6.0,1.0,6.0,3.0,3.0,-1.0,10.0,40.24,20.8833333333333,60.8466666666667,60.8466666666667,9665.607809,4888.426985,271.75,135.5,3.05,2.9,6.35,7.175,25.0,8.0,27.0,0.0,48_4,-4777.180823999999,-136.25,0.0,-19.3566666666667,-0.1499999999999999,0.8250000000000002
1,BLACKHOOD,C12italy,108,64,102,77,64,97,101,48.0,M,italy,295.0,64,IT461,933000320500245,3000.0,-233.33333333333337,6.666666666666664,4.0,1.0,5.0,0.0,3.0,2.0,1.0,19.44,15.846666666666666,48.67,48.61666666666667,6579.52204,8436.155265,188.85,234.5,4.25,3.1,5.525,9.225,39.0,0.0,21.0,0.0,48_1,1856.633225,45.650000000000006,-0.0533333333333345,-3.5933333333333355,-1.15,3.6999999999999993
2,ALBINO,C08italy,115,69,109,84,69,104,108,46.0,M,italy,280.0,69,IT282,933000320048977,7140.0,-186.666666666667,-6.66666666666667,4.0,0.0,0.0,2.0,9.0,3.0,20.0,11.496666666666666,12.46,44.47,48.31,6316.364653,3427.790932,60.3,40.9,4.15,4.225,9.6,8.1,27.0,7.0,24.0,2.0,46_2,-2888.573721,-19.4,3.8400000000000034,0.9633333333333348,0.0749999999999992,-1.5
8,ALBINO,C11italy,115,71,109,84,71,104,108,46.0,M,italy,261.0,71,IT418,933000320188529,5540.0,233.33333333333337,46.66666666666667,12.0,2.0,4.0,0.0,7.0,-2.0,8.0,28.636666666666667,30.39333333333333,27.816666666666663,57.27333333333333,13738.759297,15227.587886,390.05,444.3,1.825,5.625,10.0,10.0,56.0,2.0,2.0,0.0,46_8,1488.8285889999988,54.25,29.45666666666667,1.7566666666666642,3.8,0.0
3,BLACKHOOD,C08italy,108,64,102,77,64,97,101,48.0,M,italy,295.0,64,IT305,933000320048411,6940.0,-993.333333333333,-26.6666666666667,2.0,4.0,1.0,1.0,2.0,1.0,4.0,8.2,0.0,52.013333333333335,79.51,11804.155906,13379.529342,148.4,215.5,2.7,2.625,9.875,3.0,30.0,6.0,24.0,0.0,48_3,1575.373436,67.1,27.49666666666667,-8.2,-0.0750000000000001,-6.875
7,ALBINO,C07italy,121,76,115,90,76,110,114,46.0,F,italy,185.0,76,IT258,933000320048163,9280.0,266.666666666667,66.6666666666667,2.0,12.0,0.0,1.0,2.0,1.0,14.0,36.74,17.0333333333333,40.5533333333333,40.5533333333333,8265.036974,12866.972327,218.3,329.2,5.025,3.35,9.775,4.775,32.0,9.0,19.0,0.0,46_7,4601.935352999999,110.89999999999998,0.0,-19.706666666666703,-1.6750000000000005,-5.0
1,BROWN,C04italy,115,69,109,83,69,104,108,46.0,F,italy,157.0,69,IT123,933000320047998,16900.0,413.333333333333,80.0,12.0,0.0,1.0,1.0,2.0,0.0,12.0,47.5633333333333,33.1966666666667,35.16,35.16,4447.573191,8081.11314,139.15,211.15,2.15,2.6,4.0,3.8,49.0,2.0,9.0,0.0,46_1,3633.539949,72.0,0.0,-14.366666666666596,0.4500000000000002,-0.2000000000000001
5,BLACK,C13italy,116,73,110,85,73,105,109,48.0,F,italy,192.0,73,IT511,933000320500314,1500.0,39.99999999999999,20.0,2.0,0.0,3.0,3.0,6.0,4.0,15.0,61.13666666666666,21.496666666666663,6.46,41.71,11909.9224,3282.48084,300.6,97.15,2.825,2.625,9.75,7.925000000000001,44.0,11.0,5.0,0.0,48_5,-8627.44156,-203.45,35.25,-39.64,-0.2000000000000001,-1.8249999999999995
5,BROWN,C04italy,113,68,107,81,68,102,106,46.0,F,italy,150.0,68,IT135,933000320047819,9000.0,846.666666666667,73.3333333333333,20.0,10.0,7.0,20.0,28.0,19.0,12.0,36.9133333333333,10.7366666666667,53.0033333333333,53.0033333333333,13737.839333,12026.978739,401.05,342.1,2.225,2.425,3.6,2.475,33.0,7.0,20.0,0.0,46_5,-1710.8605939999998,-58.94999999999999,0.0,-26.1766666666666,0.1999999999999997,-1.125
_8,ALBINO,C11italy,105,63,99,74,63,94,98,47.0,F,italy,176.0,63,IT440,933000320188320,4760.0,-46.66666666666663,-6.666666666666671,6.0,12.0,3.0,14.0,4.0,-9.0,4.0,43.24,13.436666666666667,33.60666666666667,45.14333333333333,12717.141068,12457.386946,340.1,327.85,1.775,3.65,8.225,10.0,41.0,9.0,9.0,1.0,47_8,-259.7541220000003,-12.25,11.536666666666662,-29.80333333333333,1.875,1.7750000000000004
